"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"MTR Nordic Group",,,,1,Sweden,Europe,"Ground Transportation - Railroads",Committed,"2020-04-30 23:00:00",,,
"Multiplex Construction Canada",,,,,Canada,"North America","Construction and Engineering",Committed,"2019-11-01 00:00:00",,,
"Multiplex Construction Europe",,1.5°C,,1,"United Kingdom (UK)",Europe,"Construction and Engineering","Targets Set","2019-02-01 00:00:00",,"
International construction contractor Multiplex Construction Europe commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. The company also commits that key suppliers representing 95% of emissions from purchased goods will set a science-based emission reduction target by 2023.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Multiplex Constructions, Middle East",,1.5°C,,,"United Arab Emirates (UAE)",Asia,"Construction and Engineering","Targets Set","2019-11-01 00:00:00",,"
Multiplex Constructions, Middle East commits to reduce absolute scope 1 and 2 GHG emissions 63% by 2033 from a 2018 base year*. Multiplex Constructions, Middle East commits to reduce scope 3 emissions intensity 30% per square meter by 2033 from a 2018 base year.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Muntons,,"Well-below 2°C",,,"United Kingdom (UK)",Europe,"Food and Beverage Processing","Targets Set","2017-07-31 23:00:00",,"
Food and beverage processing company Muntons commits to reduce scope 1 and 2 emissions 45% by 2025, using a 2010 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Murata Manufacturing Co., Ltd",JP3914400001,,,,Japan,Asia,"Technology Hardware and Equipment",Committed,"2020-02-01 00:00:00",,,
"MVV Energie AG",DE000A0H52F5,"Well-below 2°C",,1,Germany,Europe,"Electric Utilities and Energy Related","Targets Set","2020-04-30 23:00:00",,"
Multinational German energy company MVV Energie AG commits to reduce absolute scope 1 and scope 2 GHG emissions 49% by 2030 from a 2018 base year. MVV Energie AG also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2018 base year.*
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nabtesco Corporation",JP3651210001,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2017-06-30 23:00:00",,"
Japan-based industrial machinery manufacturer Nabtesco Corporation commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2015 base-year, and by 80% from 2015 to 2050. To reduce Scope 3 emissions, Nabtesco Corporation commits to have the top 70% of suppliers in terms of total purchase value set their own GHG reduction targets by 2025, towards the aim that these suppliers adopt science-based GHG reduction targets by 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Nahar Industrial Enterprises Limited",INE289A01011,,,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,"2020-02-01 00:00:00",,,
"Nando's Australia Pty Ltd",,,,,Australia,Oceania,Hospitality,Committed,"2020-07-31 23:00:00",,,
"Nando's Chicken Land Limited",,1.5°C,,,"United Kingdom (UK)",Europe,Hospitality,"Targets Set","2020-06-30 23:00:00",,"
Nando's Chickenland Limited commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a
2019 base year. Nando's Chickenland Limited also commits to reduce scope 3 emissions 42% per meal by 2030
from a 2019 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Natura & Co",BRNATUACNOR6,,,1,Brazil,"Latin America","Consumer Products and Durables",Committed,"2019-06-30 23:00:00",,,
"Naturgy Energy Group SA.",ES0116870314,,,,Spain,Europe,"Gas Utilities",Committed,"2015-09-30 23:00:00",,,
"NEC Corporation",,"Well-below 2°C",,,Japan,Asia,"Technology Hardware and Equipment","Targets Set","2018-11-01 00:00:00",,"
Japanese multinational information technology services & products provider NEC Corporation commits to reduce absolute scope 1 and 2 GHG emissions 33 % by 2030 from a 2017 base-year. NEC Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 34% within the same timeframe
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nechi Group",,,,1,Spain,Europe,"Software and Services",Committed,"2020-01-01 00:00:00",,,
"Nemak, S.A.B. de C.V.",MX01NE000001,,,,Mexico,"Latin America","Automobiles and Components",Committed,"2019-05-31 23:00:00",,,
"Neptuno Pumps",,,,1,Chile,"Latin America","Electrical Equipment and Machinery",Committed,"2020-06-30 23:00:00",,,
Nestlé,CH0038863350,1.5°C,,1,Switzerland,Europe,"Food and Beverage Processing","Targets Set","2020-12-03 00:00:00",,"Nestlé commits to reduce absolute scope 1, 2 and 3 GHG emissions 20% by 2025 and 50% by 2030 from a 2018 base year. Nestlé also commits to increase annual sourcing of renewable electricity from 40% in 2019 to 100% by 2025.*

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Netlight Consulting AB",,,,,Sweden,Europe,"Professional Services",Committed,"2019-01-01 00:00:00",,,
"Network Rail plc",,1.5°C,,,"United Kingdom",Europe,"Ground Transportation - Railroads","Targets Set","2020-09-30 23:00:00",,"“Network Rail commits to reduce absolute scope 1 and 2 GHG emissions 46% by FY2029 from a FY2018 base year. Network Rail also commits that 75% of its suppliers by emissions covering purchased goods & services and capital goods will have science-based targets by FY2025. In addition, Network Rail commits to reduce absolute scope 3 indirect use-phase emissions 28% by FY2029 from a FY2018 base year.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.”
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"New Belgium Brewing Company",,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2019-02-01 00:00:00",,,
"New York State Metropolitan Transportation Authority",,,,,"United States of America (USA)","North America","Ground Transportation - Highways and Railtracks",Committed,"2019-11-01 00:00:00",,,
"New Zealand Post",NZNZPD1114L0,1.5°C,,,"New Zealand",Oceania,"Air Freight Transportation and Logistics","Targets Set","2019-01-01 00:00:00",,"
State-owned postal service, New Zealand Post, commits to reduce absolute scope 1, 2 and 3 GHG emissions 32% by FY2030 from a FY2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"News Corp",US65249B2088,1.5°C,,1,"United States of America (USA)","North America",Media,"Targets Set","2020-06-30 23:00:00",,"
Global media company News Corp commits to reduce absolute scope 1 and 2 GHG emissions 60% by FY2030 from a FY2016 base year. News Corp also commits to reduce absolute scope 3 GHG emissions 20% over the same target period.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Nexity SA",FR0010112524,,,,France,Europe,"Real Estate",Committed,"2019-04-30 23:00:00",,,
"NH Hotel Group",ES0161560018,2°C,,,Spain,Europe,Hospitality,"Targets Set","2019-08-31 23:00:00",,"
A global hospitality management group, NH Hotel Group commits to reduce absolute scope 1, 2, and 3 GHG emissions 20% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"NIKE, Inc.",US6541061031,1.5°C,,,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2019-08-31 23:00:00",,"
American multinational corporation  NIKE, Inc. sets a target to reduce absolute scope 1 and 2 GHG emissions 65% by 2030 from a 2015 base year. NIKE, Inc. also sets a target to reduce absolute scope 3 GHG emissions 30% within the same timefram
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Nikon Corporation",JP3657400002,2°C,,,Japan,Asia,"Technology Hardware and Equipment","Targets Set","2019-11-01 00:00:00",,"
Japanese multinational corporation Nikon Corporation commits to reduce absolute scope 1 and 2 GHG emissions 26% by FY 2030 from a FY 2013 base year. Nikon Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation & distribution and use of sold products 31% by FY 2030 from a FY 2013 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Nilfisk A/S",DK0060907293,,,,Denmark,Europe,"Electrical Equipment and Machinery",Committed,"2020-01-01 00:00:00",,,
"Nippon Sheet Glass, Co., Ltd. (NSG Group).",JP3686800008,2°C,,,Japan,Asia,"Building Products","Targets Set","2019-09-30 23:00:00",,"
Japanese multinational flat glass and functional glass products manufacturer Nippon Sheet Glass, Co., Ltd. (NSG Group) commits to reduce absolute scope 1 and 2 GHG emissions 21% by 2030 from a 2018 base year.*
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Nippon Yusen Kabushiki Kaisha",JP3753000003,2°C,,,Japan,Asia,"Water Transportation","Targets Set","2018-05-31 23:00:00",,"
Shipping and logistics company Nippon Yusen Kabushiki Kaisha commits to reduce scope 1 GHG emissions 30% per ton-kilometer by 2030 from 2015 base year, and 50% per ton-kilometer by 2050 from the same base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Nissin Electric Co., Ltd.",JP3677600003,,,,Japan,Asia,"Electrical Equipment and Machinery",Committed,"2019-08-31 23:00:00",,,
"Nissin Foods Holdings Co., Ltd.",,"Well-below 2°C",,,Japan,Asia,"Food and Beverage Processing","Targets Set","2020-05-31 23:00:00",,"
NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 30% by
2030 from a 2018 base year. NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 3 GHG
emissions 15% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nobia AB",SE0000949331,1.5°C,,,Sweden,Europe,"Consumer Products and Durables","Targets Set","2021-01-07 00:00:00",,"Nobia AB commits to reduce absolute scope 1 and 2 GHG emissions 72% by 2026 from a 2016 base year.* Nobia AB also commits that 70% of its suppliers by emissions covering purchased goods and services and use of sold products, will have science-based targets by 2025. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",
"Nogueira, Elias, Laskowski & Matias Advogados",,,,1,Brazil,"Latin America","Specialized Consumer Services",Committed,"2019-11-01 00:00:00",,,
"Nokia Oyj",FI0009000681,"Well-below 2°C",,1,Finland,Europe,"Technology Hardware and Equipment","Targets Set","2017-05-31 23:00:00",,"
Finnish multinational communications, information technology and consumer electronics company Nokia commits to reduce absolute scope 1 and 2 GHG emissions by 41 % below 2014 levels by 2030. Nokia also commits to reduce absolute scope 3 GHG emissions by 75% between 2014 and 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nokian Tyres plc",FI0009005318,"Well-below 2°C",,,Finland,Europe,Tires,"Targets Set","2020-04-30 23:00:00",,"
Multinational Finnish tire company Nokian Tyres plc commits to reduce scope 1 and 2 GHG emissions 52% per ton of tires by 2030 from a 2015 base year and scope 3 GHG emissions from purchased goods and services and upstream and downstream transportation and distribution 25% per ton of tires by 2030 from a 2018 base year. Nokian Tyres also commits to reduce scope 3 GHG emissions from the use of sold products 25% per ton of tires by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nomad Foods Ltd.d",,,,,"United Kingdom (UK)",Europe,"Food and Beverage Processing",Committed,"2020-01-01 00:00:00",,,
"Nomura Research Institute, Ltd.",JP3762800005,"Well-below 2°C",,1,Japan,Asia,"Software and Services","Targets Set","2018-08-31 23:00:00",,"
Nomura Research Institute commits to reduce absolute Scopes 1 and 2 GHG emissions 55% by 2030 from a 2013 base-year. Nomura Research Institute also commits to reduce absolute Scope 3 emissions from business travel and employee commuting 25% by 2030 from a 2013 base- year and that 70% of suppliers and vendors by emissions will set science-based targets by 2023.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Nordstrom, Inc.",,,,,"United States of America (USA)","North America",Retailing,Committed,"2020-03-31 23:00:00",,,
"Northern Design (Electronics) Ltd T/A ND Metering Solutions",,,,,"United Kingdom (UK)",Europe,"Technology Hardware and Equipment",Committed,"2018-11-01 00:00:00",,,
"NOS, SPGS, S.A.",,,,1,Portugal,Europe,Media,Committed,"2019-11-01 00:00:00",,,
Novartis,CH0012005267,1.5°C,,,Switzerland,Europe,"Pharmaceuticals and Biotech","Targets Set","2019-06-30 23:00:00",,"
Swiss multinational pharmaceutical company Novartis commits to reduce absolute scope 1, 2 and 3 GHG emissions 35% by 2030 from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Novo Banco, SA",,,,1,Portugal,Europe,"Banks, Diverse Financials and Insurance",Committed,"2019-11-01 00:00:00",,,
"Novo Nordisk A/S",DK0060534915,1.5°C,,1,Denmark,Europe,"Pharmaceuticals and Biotech","Targets Set","2018-04-30 23:00:00",,"
Danish multinational pharmaceutical company Novo Nordisk A/S commits to reduce scope 1 and 2 emissions 100% by 2030 from a 2018 base-year. Also, the company commits that key suppliers (300 suppliers representing 2/3 of scope 3 emissions) will have GHG reduction targets by 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Novozymes A/S",,1.5°C,,1,Denmark,Europe,Chemicals,"Targets Set","2019-08-31 23:00:00",,"
Global biotechnology company Novozymes commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Novozymes commits to increase annual sourcing of renewable electricity from 37% in 2018 to 100% by 2030. Novozymes also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 15% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"NR Instant Produce Co., Ltd",,,,1,Thailand,Asia,"Food and Beverage Processing",Committed,"2019-12-01 00:00:00",,,
"NRG Energy Inc",US6293775085,2°C,,1,"United States of America (USA)","North America","Electric Utilities and Energy Related","Targets Set","2015-12-01 00:00:00",,"
American power generation portfolio company NRG Energy commits to a 50% reduction of absolute GHG emissions by 2030 from a 2014 base-year (scopes 1, 2 & 3). The company also has a long term target: a reduction of 90% absolute GHG emissions by 2050 from 2014 levels (scopes 1, 2 & 3). Read the NRG Case Study.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"NTT Corporation",,"Well-below 2°C",,,Japan,Asia,Telecommunications,"Targets Set","2020-11-05 00:00:00",,"NTT Corporation commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. NTT Corporation also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"NTT Data Corporation",,1.5°C,,,Japan,Asia,"Software and Services","Targets Set","2020-05-31 23:00:00",,"
NTT DATA Group commits to reduce absolute scope1 and 2 GHG emissions 60% by 2030 from a 2016 base year. NTT DATA Group also commits to reduce absolute scope 3 GHG emissions 55% by 2030 from a 2016 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Nutreco,,,,,Netherlands,Europe,"Food Production - Agricultural Production",Committed,"2020-03-31 23:00:00",,,
"O-I Glass",US6907684038,2°C,,,"United States of America (USA)","North America","Containers and Packaging","Targets Set","2020-03-01 00:00:00",,"
O-I Glass, Inc. commits to reduce absolute scope 1, 2 and 3 GHG emissions 25% by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"O.T. Sports Manufacture Co., Ltd.",,,,,China,Asia,"Consumer Products and Durables",Committed,"2020-03-31 23:00:00",,,
"OKQ8 AB",,,,,Sweden,Europe,"Oil & Gas",Committed,"2020-06-30 23:00:00",,,
Olam,SG1Q75923504,"Well-below 2°C",,1,Singapore,Asia,"Food Production - Agricultural Production","Targets Set","2019-08-31 23:00:00",,"
Food and agri-business company Olam International Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 and 100% by 2050 from a 2017 base year. Olam International Ltd. also commits to reduce scope 3 GHG emissions 50% per tonne of agricultural product by 2030 and absolute scope 3 GHG emissions 67% by 2050 from a 2017 base year. *
*A footnote will be included alongside the official target wording on the SBTi website: “The target boundary includes biogenic emissions and removals from bioenergy feedstocks.”
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Olive Apparel (Cambodia) Co., Ltd.",,1.5°C,,,Cambodia,Asia,"Textiles, Apparel, Luxury Goods","Targets Set","2020-07-31 23:00:00",,"
Olive Apparel (Cambodia) Co., Ltd commits to reduce absolute scope 1, 2 and 3 GHG emissions 21% by 2024 from a 2019 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"OMRON Corporation",JP3197800000,,,,Japan,Asia,"Technology Hardware and Equipment",Committed,"2018-06-30 23:00:00",,,
"On Running",,,,,Switzerland,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2020-02-01 00:00:00",,,
"ONO PHARMACEUTICAL CO., LTD.",JP3197600004,1.5°C,,1,Japan,Asia,"Pharmaceuticals and Biotech","Targets Set","2019-05-31 23:00:00",,"
Ono Pharmaceutical Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 and 100% by FY2050 from a FY2017 base year. 
Ono Pharmaceutical Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 30% by FY2030 and 60% by FY2050 from a FY2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
ORANGE,FR0000133308,,,1,France,Europe,Telecommunications,Committed,"2018-05-31 23:00:00",,,
"Orbia Advance Corporation S.A.B.",,,,1,Mexico,"Latin America",Chemicals,Committed,"2019-12-01 00:00:00",,,
"Oriflame Cosmetics",SE0001174889,,,,Switzerland,Europe,"Consumer Products and Durables",Committed,"2018-08-31 23:00:00",,,
"Origin Energy",AU000000ORG5,2°C,,,Australia,Oceania,"Electric Utilities and Energy Related","Targets Set","2018-03-01 00:00:00",,"
Australian energy company Origin Energy commits to reduce scope 1 and 2 GHG emissions 50% by 2032 from a 2017 base-year. The company also commits to reduce scope 3 emissions 25% over the same time-period.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Orkla ASA",NO0003733800,1.5°C,,1,Norway,Europe,"Food and Beverage Processing","Targets Set","2018-09-30 23:00:00",,"
Branded consumer goods company Orkla ASA commits to reduce absolute Scope 1 and 2 GHG emissions 63% by 2025 and 77% by 2040 from a 2014 base-year. Orkla ASA also commits to reduce absolute Scope 3 GHG emission 29% by 2025 and 75% by 2040 from a 2014 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Orluna LED Technologies Limited",,,,,"United Kingdom (UK)",Europe,"Electrical Equipment and Machinery",Committed,"2020-03-01 00:00:00",,,
Ørsted,DK0060094928,1.5°C,,1,Denmark,Europe,"Electric Utilities and Energy Related","Targets Set","2019-07-31 23:00:00",,"
Renewable energy company Ørsted commits to reduce Scope 1 and 2 GHG emissions 98% per kWh by 2025 from a 2006 base year.* Ørsted also commits to reduce absolute Scope 3 GHG emissions 50% by 2032 from a 2018 base year.
*The target boundary includes bioenergy emissions and removals from biogenic sources.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Österreichische Post AG",AT0000APOST4,2°C,,,Austria,Europe,"Air Freight Transportation and Logistics","Targets Set","2017-05-31 23:00:00",,"
The company responsible for postal service in Austria Österreichische Post AG commits to reduce absolute Scope 1, 2 and 3 GHG emissions 14% by 2025 from a 2013 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Otsuka Pharmaceutical Co., Ltd.",,2°C,,,Japan,Asia,"Pharmaceuticals and Biotech","Targets Set","2019-08-31 23:00:00",,"
Pharmaceutical company Otsuka Pharmaceutical Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Otsuka Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Outokumpu Oyj",FI0009002422,2°C,,,Finland,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)","Targets Set","2019-03-01 00:00:00",,"
Global stainless steel manufacturer Outokumpu commits to reduce scope 1, 2 and 3 GHG emissions 20% per ton of stainless steel by 2023 from a 2014-2016 base-period.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"OVO Energy",,,,1,"United Kingdom (UK)",Europe,"Electric Utilities and Energy Related",Committed,"2020-06-30 23:00:00",,,
"Owens Corning",US6907421019,1.5°C,,,"United States of America (USA)","North America","Building Products","Targets Set","2016-03-31 23:00:00",,"
Owens Corning commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Owens Corning also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"OXI-ZEN Solutions SA",,,,1,Switzerland,Europe,"Banks, Diverse Financials and Insurance",Committed,"2019-08-31 23:00:00",,,
"OZONE International",,,,1,Indonesia,Asia,Retailing,Committed,"2020-03-01 00:00:00",,,
Pachama,,,,1,"United States of America (USA)","North America","Professional Services",Committed,"2020-01-01 00:00:00",,,
"PAGO COMPANY LTD",,,,1,Cameroon,Africa,"Construction and Engineering",Committed,"2019-07-31 23:00:00",,,
"Panasonic Corporation",JP3866800000,2°C,,,Japan,Asia,"Consumer Products and Durables","Targets Set","2017-09-30 23:00:00",,"
Japanese multinational electronics corporation Panasonic commits to reduce scope 1 and 2 GHG emissions 30% by 2030, from a 2013 base-year, and to zero by 2050. Panasonic also commits to reduce scope 3 GHG emissions from the use of sold products 30% by 2030, from a 2013 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Pandora A/S",DK0060252690,,,,Denmark,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2020-01-01 00:00:00",,,
"Pattern S.P.A.",,1.5°C,1,,Italy,Europe,"Textiles, Apparel, Luxury Goods","Targets Set","2020-05-31 23:00:00",,"Pattern S.P.A. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Paulig Group",,1.5°C,,,Finland,Europe,"Food and Beverage Processing","Targets Set","2020-06-30 23:00:00",,"
Paulig Group commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2030 from a 2018 base year. Paulig Group also commits to reduce absolute scope 3 GHG emissions 50% over the same target period.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
PayPal,US70450Y1038,,,1,"United States of America (USA)","North America","Software and Services",Committed,"2019-03-31 23:00:00",,,
"Peak Design",,1.5°C,1,,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2020-06-30 23:00:00",,"Peak Design commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Pearson PLC",,1.5°C,,,"United Kingdom (UK)",Europe,"Education Services","Targets Set","2020-03-31 23:00:00",,"
Pearson commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Pearson also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream and downstream transportation, use and end-of-life of sold products 50% by 2030 from a 2018 base year.
The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
PensionDanmark,,,,1,Denmark,Europe,"Banks, Diverse Financials and Insurance",Committed,"2019-07-31 23:00:00",,,
"PepsiCo, Inc.",US7134481081,2°C,,1,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2016-11-01 00:00:00",,"
Multinational food, snack, and beverage corporation PepsiCo commits to working to reduce absolute greenhouse gas emissions across our value chain (scopes 1, 2, and 3) by at least 20% by 2030 from a 2015 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Pernod Ricard",FR0000120693,"Well-below 2°C",,,France,Europe,"Food and Beverage Processing","Targets Set","2019-07-31 23:00:00",,"
French beverage company Pernod Ricard commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Pernod Ricard commits to increase annual sourcing of renewable electricity from 74.5% in 2018 to 100% by 2025. Pernod Ricard also commits to reduce Scope 3 GHG emissions from purchased goods and services and upstream transportation and distribution by 50% per unit of value added by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Pfizer Inc.",US7170811035,"Well-below 2°C",,,"United States of America (USA)","North America","Pharmaceuticals and Biotech","Targets Set","2015-12-01 00:00:00",,"
Research-based pharmaceutical company Pfizer commits to reduce GHG emissions from operations 20 percent by 2020 from a 2012 base-year. This 2020 goal will keep the company on track to achieve a 60 to 80% reduction by 2050 from a 2000 base-year. Pfizer also commits that 100% of key suppliers will manage their environmental impacts, including GHG emissions, through effective sustainability programs and that 90% of key suppliers will institute GHG reduction targets by the end of 2020.Read the Pfizer Case Study.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Phihong Technology Co., Ltd.",TW0002457009,,,,"Taiwan, Province of China",Asia,"Technology Hardware and Equipment",Committed,"2020-02-01 00:00:00",,,
"Philip Morris International",US7181721090,1.5°C,,,"United States of America (USA)","North America",Tobacco,"Targets Set","2020-12-10 00:00:00",,"Philip Morris International commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Philip Morris International commits to reduce absolute scope 3 GHG emission 50% within the same timeframe.

* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
